id_shortcode,text,topic,label
CqP1B2ujyCU,"Permasalahan Sampah yang terus menerus terjadi di Pasar Turi Singkawang kerap menjadi pusat sorotan, permasalahan ini diakibatkan masyarakat yang kurang memperhatikan lingkungan sekitarnya. 

semoga video ini dapat menyadarkan masyarakat akan pentingnya menjaga lingkungan sekitar. 

kembalikan Bumi seperti semula, bersama sama kita bisa. 

anggota : 
Tevy Elysia XB @***
Valenita Lazuardi XB @*** 
Valent Callista Ellen XB @***.e128 
Wiliam Surya W. XB @***

guru @*** 
@***

#pencemaranlingkungan #sampah #saveearthmsgappeals #earthday #lessplastic #pedulibumi  #kebersihan #lingkungan #pencemarantanah",Environment,NEGATIVE
CuQuOuIrbzt,"Mengurangi sampah dengan memanfaatkannya menjadi hiasan rumah.Alumunium foil kemasan susu.
#daurulang #ubahsampahjadiberkah #alumuniumfoil",Waste,POSITIVE
Cu3gOr6LVl7,"Cuaca ekstrem lagi melanda nih, gak cuma di Indo aja, tapi juga di wilayah dunia lainnya. Panasnya sampai nyengat, bikin semua orang pada cemas, apalagi orang tua, anak-anak, perempuan, dan orang-orang dengan disabilitas. Suhunya nambah terus di Bumi utara, rekor terus dipecahkan.

Di Cina, baru-baru ini ada rekor panas baru, 52 derajat Celsius di wilayah barat lautnya. Jepang juga nggak kalah, kasih peringatan keras gara-gara panas. Minta jutaan orang buat jaga diri.

Di Amerika Serikat 80 juta orang kena dampaknya. Dan pembersih jalan kebakar di Spanyol. Menurut penelitian, sekitar 3,3 miliar orang bakal kena dampaknya panas ekstrem pada akhir abad ini.

Suhu tinggi ini bisa bikin sakit parah, heatstroke, hipertermia, bahkan bisa nyebabin kematian. Kesehatan manusia pada risiko tinggi. Lansia, bayi, anak-anak, ibu hamil, pekerja keras yang di luar, atlet, dan orang-orang miskin paling rawan kena dampaknya.

Walaupun cuma peningkatan suhu dikit, target Perjanjian Paris yang cuma 1,5 C di atas tingkat praindustri, masih ada 400 juta orang yang bakal terpapar panas berbahaya. Ini nggak main-main, gan!

India, Sudan, dan Nigeria juga ikutan kepanasan parah kalo cuma naik 1,5 C. Sementara Filipina, Pakistan, dan Nigeria bakal kena dampak besar kalo naik 2,7 C.

Emangnya ada solusi cepat buat atasin panas ini? Belum ada, gan. Tapi ada usaha yang dilakuin beberapa kota, kayak Santiago di Cile. Mereka ada petugas panasnya sendiri, gan, buat atasi masalah ini. Misalnya kesiapsiagaan, kesadaran, dan adaptasi. Harus jaga diri, minum banyak air, cari tempat teduh, dan istirahat.

Ada juga upaya di beberapa kota di Amerika, kayak Los Angeles, Phoenix, dan Miami. Mereka bikin pusat ketahanan dan tempat berteduh, juga pemanfaatan energi terbarukan. Di Phoenix, trotoar dibuat khusus biar bisa ngejaga suhu. Di Miami, ada rencana tanamin pohon besar-besaran dan bantuan buat tagihan energi rumah tangga rendah.

Intinya, kita perlakukan bumi dengan baik. Kita harus peduli sama kehidupan kita, kehidupan anak cucu kita, dan semua makhluk hidup di bumi ini.

Sumber: @***.nesia

#cuacapanas #heatwave #gelombangpanas #hipertermia #cuacaekstrim #cuacaekstrem #pemanasanglobal",Climate change,NEGATIVE
CmxcuvlL-iz,"Tahukah #SobatMinviro bahwa pencemaran tanah bisa merusak tanaman dan mengurangi kualitas hidup kita. Yuk selalu lindungi tanah dan hindari pencemaran agar kita dapat hidup sehat dan sejahtera bersama alam!

#mitraprimaenviro #mpe #pencemarantanah #pencemaran #konsultanlingkungan #wastewater #wastewatertreatment #pengambilansampel #sampelairlimbahindustri #limbahcair #limbahindustri #lingkungan",Environment,POSITIVE
Cs-u_bPSu3b,"Masih seputar dunia kompos, siapa nih yang sudah berhasil panen pupuk komposs? 

Dulu sebenarnya tidak pernah dapat ilmu tentang mengompos, tapi karena kakaknya minego yang semangat membuat tempat kompos, sekarang malah ketularan & senangg kalau ada teman yang olah sisa dapurnya juga.

Mengompos itu seru dan mudah kalau sudah terbiasa. Balik lagi, saat memulai pasti ada saja tantangannya karena rutinitas yang berganti, tapi kita haruss tetap semangat untuk #mulaidaridirisendiri & ngajakin orang-orang sekitar kita ❣️

#compostbag #egoekoshop #mengomposdarirumah #sampahplastik #sampahmakanan #foodwaste",Waste,POSITIVE
CpKYCTJvxWN,"Yo Sahabat Air Bersih! 💧

Pada tau gak berapa persentase air yang ada di muka bumi? 🤔

Nih simak konten mimin berikut ini! 😁

Menurut kalian terpenuhi gak sih kebutuhan air untuk seluruh makhluk hidup? 🤔
Sst, bocoran dikit nih..😱

Kalau itu belum termasuk yang tercemarnya loh…. 😭

hiii 😭

#aksesairbersihuntuksemua #airbersih #terancam #terancamtenggelam #tenggelam #sumberair #sumberairbersih #aksesairbersih #airtanah #bahaya #ekosistem #jakarta #indonesia 
#hujan #banjir #krisisairbersih #krisisair #airmahal #hakwarga",Environment,NEGATIVE
Ctgv6X6B65M,"Wow kondisi udara sedang tidak baik-baik saja ya guys, jangan anggap remeh karena kualitas udara yang buruk akan berdampak pada kesehatan jangka panjang kita. 

Bayangkan setiap hari kita menghirup udara yang tercemar (racun) apa akibatnya buat kesehatan jangka panjang kita. 

Buat meminimalisir efek jangka panjang, salah satunya teman-teman bisa mengkonsumsi makanan yang tinggi antioksidan untuk meyaring racun dalam tubuh kita. Karena zat antioksidan bermanfaat untuk mengikat radikal bebas yang terbentuk dalam tubuh akibat paparan polusi udara. 

#polusi #polusiudara #udaraburuk #paparanpolusi #radikalbebas #racunudara #udarakotor #staysafe #fypage #fypviralinstagram",Pollution,NEGATIVE
Cu0yMiAJOcU,"KOTAAGUNG - Pemkab Tanggamus lakukan Penanda tanganan komitmen bersama (Mou) terhadap kebersihan pantai dan lingkungan oleh seluruh jajaran pemerintah daerah serta Penanaman pohon oleh bupati tanggamus dan ketua darmawanita tanggamus.

Dalam kesempatan Mou tersebut, juga dilakukan gerakan bersih pantai disepanjang pantai wisata Muara Indah Kotaagung, dalam rangka Memperingati Hari Kelautan Nasional Tahun 2023. Sekaligus pemberian kartu Asuransi dan BPJS kesehatan kepada para nelayan.

Bupati Tanggamus Hj Dewi Handajani dalam sambutan nya, menyambut gembira dan apresiasi diadakannya kegiatan ini, yang merupakan momentum untuk terus melestarikan budaya kerja bakti secara gotong-royong menjaga kebersihan lingkungan yang dalam hal ini adalah kebersihan pantai, agar bebas dari pencemaran dan polusi. Karena kebersihan itu termasuk bagian dari iman. Mari kita ciptakan Tanggamus yang bersih, nyaman dan tidak ada polusi.

""Untuk itu Saya atas nama Pribadi dan Pemda Tanggamus Mengucapkan Selamat Hari Kelautan Nasional Tahun 2023 kepada para stakeholder kelautan dan juga kepada kita semua,"" katanya.

Adapun tujuan di lakukan Gerakan Bersih Pantai ini adalah untuk meningkatkan kesadaran seluruh masyarakat terutama kita selaku ASN atau aparatur pelayan publik, yang harus menjadi contoh dan teladan bagi warga sekitar, agar lebih peduli dengan lautan dan pantai diwilayah kita sendiri. Terlebih kawasan Muara Indah ini merupakan Kawasan Destinasi Wisata Unggulan di Kabupaten Tanggamus, kalau bukan kita yang menjaga lingkungannya lalu siapa lagi? Ki Mak Kham Sapa Lagi. Ki Mak Ganta Kapan Lagi.

'
'

Untuk berita lengkap, baca di ***URL*** dan tonton Channel YouTube MONEV TV LAMPUNG

Untuk berita video cek link di Bio @***
Lebih lengkap, cek link di Youtube ***URL***

Untuk informasi kerjasama bisa hubungi, email redaksi atau whatsapp Monev TV Lampung: 

- Email Redaksi : ***@***.***
- No. Whatsapp  : 085788396591

#kotaagung #monevlampung #mou #tanggamus #infolampung #lampungterkini #aparatursipilnegara #pantai #wisata #penanamanpohon #polusi",Pollution,POSITIVE
CrU8h_SrzXR,"SDN 04 Medas adalah salah satu dari sekian banyak sekolah yang hancur saat gempa 6,4 skala richter mengguncang wilayah Lombok Barat. Pada saat kejadian gempa tahun 2018 silam tersebut sekolah ini hancur hampir tak bersisa. Namun hebatnya meski kondisi dan situasi semakin tidak menentu akibat adanya ancaman Covid-19 sekolah berhasil dibangun 

Pada tahun 2021 sekolah telah berdiri kokoh lagi. Bangunannya didominasi warna coklat kayu dan hijau. Makanya tidak akan ada yang menyangka bangunan tersebut tidak terbuat dari batu bata dan kayu. Hampir keseluruhan bangunan bata dari hasil daur ulang sampah plastik yang dikenal dengan istilah ecobrick.

Adalah Satriawan Amri, Ketua Yayasan Pelita Foundation Lombok yang berniat membuat sekolah semi permanen di lokasi terdampak gempa. Dengan saran donatur asal Australia bangunan sekolah disepakati menggunakan ecobrick yang tahan gempa dan aman bagi manusia maupun lingkungan.

Ecobrick diimpor dari pabriknya di Finlandia karena belum bisa diproduksi di Indonesia. Untuk satu ruang kelas ukuran 6 x 10 meter kapasitas 25-30 orang butuh tiga ton sampah plastik untuk diolah menjadi Ecobrick. 

Saat ini total 5 ruangan kelas sudah dibangun SDN 04 Medas, Dusun Medas Bentaur, Desa Taman Sari, Lombok Barat. Membangunnya butuh waktu 5 minggu. Sekolah pertama dan satu-satunya di dunia yang dibangun dengan bahan baku limbah plastik hasil daur ulang.

#EcoBricks #SekolahLombok #DaurUlang #SuaraPembaruan",Waste,POSITIVE
Cs-m2Q0xp3I,"Situs IQAir menyatakan kualitas udara di Jakarta siang ini tidak sehat. Jakarta menempati urutan pertama kota paling berpolusi siang ini.⁣
⁣
Dilihat dari situs IQAir, Jumat (2/6/2023) pukul 12.40 WIB, indeks kualitas udara Jakarta berada pada angka 159. Polutan utamanya ialah PM 2,5.⁣
⁣
Indeks kualitas udara di Jakarta ini didapat dari 22 kontributor atau stasiun pemantauan. IQAir menggunakan data dari Kementerian Lingkungan Hidup dan Kehutanan, BMKG, hingga US Department of State.⁣
⁣
Posisi kedua ditempati Johannesburg di Afrika Selatan dengan indeks kualitas udara 158, kemudian disusul Lahore di Pakistan dengan indeks kualitas udara 157.⁣
⁣
#UdaraJakarta #KualitasUdara #IQAir",Environment,NEGATIVE
CqR2jdCy4M1,"Pengembangan aplikasi melibatkan beberapa tahapan penting yang harus dilalui secara berurutan. Tahapan-tahapan tersebut meliputi analisis kebutuhan, desain, pengembangan, pengujian, implementasi, dan pemeliharaan. Tahap analisis kebutuhan memungkinkan pengembang untuk memahami kebutuhan bisnis dan kebutuhan pengguna, serta menentukan batasan proyek dan kebutuhan fungsional dan non-fungsional. Tahap desain melibatkan merancang solusi untuk memenuhi kebutuhan bisnis yang telah diidentifikasi pada tahap analisis. Tahap pengembangan melibatkan pembuatan aplikasi berdasarkan desain yang telah dibuat pada tahap sebelumnya. Tahap pengujian bertujuan untuk memastikan bahwa fungsionalitas yang diinginkan berjalan dengan benar dan aplikasi tersebut aman serta stabil. Tahap implementasi melibatkan memasang aplikasi pada platform yang sesuai dan menyiapkan lingkungan produksi untuk aplikasi tersebut. Terakhir, tahap pemeliharaan melibatkan memperbaiki bug dan masalah keamanan, memperbarui aplikasi, serta menambahkan fitur baru jika diperlukan untuk memastikan aplikasi berjalan dengan optimal sepanjang waktu. Dengan mengikuti tahapan-tahapan tersebut, pengembang dapat memastikan bahwa aplikasi yang dikembangkan dapat memenuhi kebutuhan bisnis dan pengguna, serta berjalan dengan optimal sepanjang waktu.

INTUSI - Beyond Monitoring

PT. Envirotama Integra Teknologi adalah pembuat pengembang, penyedia dan penyelenggara aplikasi platform monitoring lingkungan terpadu berbayar yang digunakan pelaku industri dalam melaksanakan pemantauan sistem manajemen lingkungan sesuai standar Industri dan regulasi terkait lingkungan yang di atur oleh Pemerintah.

#mitraintusi #mitramega #mmi #mitraMMI #platform #digitalplatform #aplikasilingkungan #intusi #intusisparing #klhksparing #sparing #CEMS #SISPEK #greenindustry #pemantauanlingkungan #iot #lingkungan #pencemaranlingkungan #limbah #pencemaranlimbahcair #pencemaranudara #emisi #industri #industritekstil #batubara #pertambangan #limbahindustri #SIMPELKLHK #properklhk",Pollution,NEUTRAL
Cv1NOKzLoDH,"Weekend berharap bisa hirup udara segar, namun malah rangking 1 negara tercemar polusi terberat based on Air Visual apps
-
via pakindro #jktinfo

Yuukk gaes lindungi keluarga dgn airpurifier coway..hadirkan udara bersih dirumah hanya dgn airpurifier coway..

#cowayairpurifier #polusiudara #udarakotor #hepa13 #hepafilter #udarabersih #cowaychangeyourlife #cowayindonesia",Pollution,NEGATIVE
Cu1F2_UMZXE,"Sahabat Alam Malaysia (SAM) continues to advocate for climate justice!

We just completed two back-to-back CSO workshops on climate justice which began on July 12 and ended on July 14, 2023. 

The workshops were on international agreements on climate change and forests and biodiversity including issues on false and real climate solutions and climate resilient development.

#climatechange #climatecrisis #climatejustice #internationalagreement #falsesolutions #fossilfuels #ConventiononBiologicalDiversity #UNFCCC
 
------
Sahabat Alam Malaysia (SAM) terus memperjuangkan keadilan iklim!

Kami baru siap menjalankan dua bengkel CSO yang berturut-turut, mengenai keadilan iklim, yang bermula pada 12 July lalu mengakhiri pada 14 July, 2023.

Bengkel-bengkel yang dijalankan adalah mengenai perjanjian-perjanjian antarabangsa tentang hutan, biodiversiti dan perubahan iklim termasuk isu-isu berkenaan penyelesaian palsu, penyelesaian sebenar dan pembangunan berdaya tahan.

#perubahaniklim #krisisiklim #keadilaniklim #perjanjianantarabangsa #penyelesaianpalsu #bahanapifosil
 
@*** @***",Climate change,NEUTRAL
CuXGrCqBVVJ,"Masa Depan Ada di Tangan Kita!
""Yuk, Ubah Gaya Hidup Jadi Lebih Ekologis""

Pernahkah kita bertanya-tanya ""apakah dengan membeli sebuah kendaraan untuk
pengangkutan atau mendekorasi rumah yang terdampak banjir akan lebih baik ketimbang jika kita melakukan refleksi diri sendiri dan berpikir tentang langkah-langkah yang dapat diambil yang memungkinkan terjadinya kenaikan emisi karbon yang relatif lebih kecil?"".
Mungkin pemikiran akan hal tersebut sangatlah minim terutama di kalangan masyarakat modern karena adanya kemajuan teknologi dan gaya hidup masa kini yang mengharuskan mereka menggunakan berbagai kebutuhan modern.

Poster ini ingin menyampaikan bahwa ada beberapa langkah konkret yang mudah
sekaligus efektif bagi pembaca dalam mengurangi emisi (pembakaran) karbon yang disebabkan oleh kegiatan menggunakan bahan bakar fosil, untuk semakin efektif dalam mengurangi dampak buruk pemanasan global (Perubahan Iklim). Semoga melalui poster ini kita dapat lebih aware dengan kondisi bumi kita dan melakukan upaya yang bisa membuat bumi lebih baik.
Sesuai dengan judul poster, Masa Depan Bumi Ada di Tangan
Kita! Terima Kasih…

Oleh Triyana Meirlin

#GerakanAksiMahasiswaElektroUNTAN2023 #GAMEUNTAN2023 #HematEnergi #energibaruterbarukan #PosterDesignGAME #PDCGAME #transisienergi #energiramahlikungan #pemanasanglobal #netzeroemmission #nolemisikarbon #globalwarming #gogreen",Pollution,POSITIVE
CryjHpty4-v,"بسم الله الرحمن الرحيم
اسلم اليكم ورحمه الله وبركاته

Nama: Eki Sulfani
Kelas:X9
No.absen:10
Sekolah: SMA NEGERI 1DUKUHWARU

Pencemaran udara adalah kehadiran satu atau lebih substansi fisik, kimia, atau biologi di atmosfer dalam jumlah yang dapat membahayakan kesehatan manusia, hewan, dan tumbuhan, mengganggu estetika dan kenyamanan, atau merusak properti. Pencemaran udara dapat ditimbulkan oleh sumber-sumber alami maupun kegiatan manusia.
Adapun sebab-sebab pencemaran udara adalah sebagai berikut.
1.Kebakaran. Hutan. ...
Pembangkit Listrik. ...
Gunung Berapi Meletus. ...
Kendaraan Bermotor. ...
Pabrik. ...
Rumah Tangga. ...
Sampah. ...
Pertanian.
Kurangi Penggunaan Bahan yang Sulit Terurai. ...
Menggunakan Kendaraan Ramah Lingkungan. ...
Mengurangi Pemakaian Kendaraan Bermotor. ...
Kurangi Merokok. ...
Jangan Membakar Sampah. ...
 Menggunakan Produk Ramah Lingkungan.

الحمدالله ربل المن

Wassalamu'alaikum wr.wb

#Poster
#Tugas
#Pembelajaran
#PembelajaranBiologi
#Pencemaran
#PencemaranLingkungan
#PencemaranTanah
#PencemaranAir
#PencemaranUdara
#PencemaranSuara
#SMAN1Dukuhwaru
#SMANDUK
#SMANDUKbrownis
#SMANDUKcemerlang
#SMANDUKpemnelajaran
#SMANDUKposter
#SMANDUKpencemaran
#SMANDUKpencemaranlingkungan
#SMANDUKinfo
#BTposter
#BTpembelajaran
#BTpencemaran
#BTpencemaranlingkungan
#BTpencemarantanah
#BTpencemaranair
#BTpencemaranudara
#BTpencemaransuara
#13Tinfo",Environment,POSITIVE
CtQkFNYPsFG,"Rabu 7 Juni, Kota New York menjadi kota dengan kualitas udara terburuk di Bumi, menurut IQAir. Polusi udara ini disebabkan oleh kebakaran hutan. Canadian Interagency Forest Fire Centre mengatakan ada lebih dari 400 kebakaran hutan yang terjadi di Kanada pada hari Selasa. 

Para peneliti Stanford menghitung bahwa rata-rata orang Amerika pada hari Rabu terpapar 27,5 mikrogram per meter kubik partikel kecil. Hal ini dapat mengganggu kesehatan bahkan menyebabkan kematian. 

Wah serem juga ya… 
Kira-kira apa nih penyebab kebakaran hutan sebesar itu bisa terjadi?

#Lingkungan #edukasilingkungan #hutan #kebakaran #kebakaranhutan #newyork #krisisiklim #climatechange #forest #biology #biologi #gogreen #udara #ecofriendly #environment",Climate change,NEGATIVE
CryOxRtpf6b,"بسم الله الرحمن الرحيم
السلام عليكم ورحمة الله وبركاته
Nama : Rahma Ayu Maulida
Kelas : X-9
No Absen : 24
Sekolah : SMA NEGERI 1 DUKUHWARU

Pencemaran air adalah peristiwa masuknya zat atau komponen lain ke dalam perairan. Pencemaran air merupakan masalah global utama yang membutuhkan evaluasi dan revisi kebijakan sumber daya air pada semua tingkat. 

Pencemaran air berdampak luas, misalnya dapat meracuni sumber air minum, meracuni makanan hewan, ketidakseimbangan ekosistem sungai dan danau, pengrusakan hutan akibat hujan asam, dan sebagainya.

#Poster
#Tugas
#Pembelajaran
#PembelajaranBiologi
#Pencemaran
#PencemaranLingkungan
#PencemaranTanah
#PencemaranAir
#PencemaranUdara
#PencemaranSuara
#SMAN1Dukuhwaru
#SMANDUK
#SMANDUKbrownis
#SMANDUKcemerlang
#SMANDUKpemnelajaran
#SMANDUKposter
#SMANDUKpencemaran
#SMANDUKpencemaranlingkungan
#SMANDUKinfo
#BTposter
#BTpembelajaran
#BTpencemaran
#BTpencemaranlingkungan
#BTpencemarantanah
#BTpencemaranair
#BTpencemaranudara
#BTpencemaransuara
#13Tinfo
والسلام عليكم ورحمة الله وبركاته",Environment,NEGATIVE
